isReoccurring,isReoccuring_manual,title,catalog,Veranstaltungsart,Langtext,Veranstaltungsnummer,Kurztext,Semester,SWS,Erwartete Teilnehmer,Max. Teilnehmer,Credits,Credits_manual,Belegung,Zeitfenster,Hyperlink,Weitere Links,Sprache,Belegungsfristen,,Tag,Zeit,Rhythmus,Dauer,Raum,Raum- plan,Status,Location,Bemerkung,fällt aus am,Max. Teilnehmer,Zuständigkeit,Ausgeschlossen_Ingenieurwissenschaften_Bachelor,Ausgeschlossen_manual,Exam,Graded,total,# ratings,fairness,support,material,comprehensibility,fun,interesting,grade/effort,recommendation (0-100),link
false,false,"Menschenrechte: Theologische Perspektiven, rechtliche Bedeutung, politische Konsequenzen",BNE,Vorlesung,,,,WiSe 2019/20,,8,8,5 - 5,5,Belegpflicht,,,Studium liberale im IOS (Modul E3),Deutsch,E3 Abmelden KW42 07.10.2019 09:00:01 - 31.03.2020 23:59:59 aktuell;E3 Direkte Zulassung/Warteliste KW42 25.09.2019 16:00:00 - 07.10.2019 09:00:00;E3 Zwischenabmeldung 24.09.2019 09:30:01 - 25.09.2019 15:59:59;E3 Losfrist 18.09.2019 10:30:00 - 24.09.2019 09:30:00,;Studium liberale (E3);,Mo.;,12:00 bis 14:00;,wöch.;,von 14.10.2019;,;,;,;,Bochum,RUB - GA 03/142;,;,8;,,-,,unknown,yes,,,,,,,,,,,https://campus.uni-due.de/lsf/rds;jsessionid=16A7FF6C92029935D67D88C028E47A90.pas082cm?state=verpublish&status=init&vmfile=no&publishid=333062&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
false,false,Ecocriticism. Ökologische Gesichter der Literatur,BNE,Vorlesung,,,,WiSe 2019/20,,,20,2 - 2,2,Belegpflicht,,,Studium liberale im IOS (Modul E3),Deutsch,E3 Abmelden Sem 25.09.2019 16:00:00 - 31.03.2020 23:59:59 aktuell,;Studium liberale (E3);,Do.;,16:00 bis 18:00;,wöch.;,von 24.10.2019;,;,;,;,Bochum,RUB - HGB 20;,;,;,,-,,unknown,yes,,,,,,,,,,,https://campus.uni-due.de/lsf/rds;jsessionid=16A7FF6C92029935D67D88C028E47A90.pas082cm?state=verpublish&status=init&vmfile=no&publishid=333221&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
false,false,Angewandte Sozialpsychologie: Nachhaltigkeit und Klimaschutz,BNE,Seminar,,,,WiSe 2019/20,,,3,3 - 3,3,Belegpflicht,,,Studium liberale im IOS (Modul E3),Deutsch,E3 Abmelden Sem 25.09.2019 16:00:00 - 31.03.2020 23:59:59 aktuell,;;Studium liberale (E3);,Di.;Di.;,10:00 bis 12:00;12:00 bis 14:00;,wöch.;wöch.;,15.10.2019 bis 28.01.2020;15.10.2019 bis 28.01.2020;,;;,;;,;;,Bochum,RUB - IA 02/460;RUB - IA 02/460;,;;,3;3;,,-,,unknown,yes,,,,,,,,,,,https://campus.uni-due.de/lsf/rds;jsessionid=16A7FF6C92029935D67D88C028E47A90.pas082cm?state=verpublish&status=init&vmfile=no&publishid=337396&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
false,false,Forschungspraxis - Children's Rights Convention,BNE,Seminar,,,,WiSe 2019/20,,,15,3 - 3,3,Belegpflicht,,,Studium liberale im IOS (Modul E3),Englisch,E3 Abmelden Sem 25.09.2019 16:00:00 - 31.03.2020 23:59:59 aktuell,;Studium liberale (E3);,Di.;,14:00 bis 16:00;,wöch.;,08.10.2019 bis 28.01.2020;,;,;,;,Dortmund,"Dortmund Emil-Figge-Straße 50, Raum 4.220;",;,;,,-,,unknown,yes,,,,,,,,,,,https://campus.uni-due.de/lsf/rds;jsessionid=16A7FF6C92029935D67D88C028E47A90.pas082cm?state=verpublish&status=init&vmfile=no&publishid=337933&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
false,false,Spatial Planning and Sustainable Development in Germany,BNE,Vorlesung,,,,WiSe 2019/20,,,5,4 - 4,4,Belegpflicht,,,Studium liberale im IOS (Modul E3),Englisch,E3 Abmelden Sem 25.09.2019 16:00:00 - 31.03.2020 23:59:59 aktuell;E3 Zwischenabmeldung 24.09.2019 09:30:01 - 25.09.2019 15:59:59;E3 Losfrist 18.09.2019 10:30:00 - 24.09.2019 09:30:00,;;;Studium liberale (E3);;;;Institut für Optionale Studien IOS;,Mo.;Mo.;Mo.;Mo.;Mo.;Mo.;,14:00 bis 16:00;14:00 bis 16:00;14:00 bis 16:00;14:00 bis 16:00;14:00 bis 16:00;14:00 bis 16:00;,EinzelT;EinzelT;EinzelT;EinzelT;EinzelT;EinzelT;,am 04.11.2019;am 09.12.2019;am 13.01.2020;am 25.11.2019;am 06.01.2020;am 20.01.2020;,;;;;;;,;;;;;;,;;;;;;,Dortmund,TU Dortmund - Geschoßbau I - 410;TU Dortmund - Geschoßbau I - 410;TU Dortmund - Geschoßbau I - 410;TU Dortmund - Geschoßbau I - 410;TU Dortmund - Geschoßbau I - 410;TU Dortmund - Geschoßbau I - 410;,;;;;;;,;;;;;;,,-,,unknown,yes,,,,,,,,,,,https://campus.uni-due.de/lsf/rds;jsessionid=16A7FF6C92029935D67D88C028E47A90.pas082cm?state=verpublish&status=init&vmfile=no&publishid=337704&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
false,false,Transport and Inequalities,BNE,Seminar,,,,WiSe 2019/20,,,5,4,4,Belegpflicht,,,Institut für Optionale Studien IOS,Englisch,E3 Abmelden Sem 25.09.2019 16:00:00 - 31.03.2020 23:59:59 aktuell;E3 Zwischenabmeldung 24.09.2019 09:30:01 - 25.09.2019 15:59:59;E3 Losfrist 18.09.2019 10:30:00 - 24.09.2019 09:30:00,;Studium liberale (E3);Institut für Optionale Studien IOS;,Do.;,10:00 bis 12:00;,wöch.;,10.10.2019 bis 30.01.2020;,;,;,;,Dortmund,"TU Dortmund, Geschoßbau III - 310;",21.11.2019: Exkursionswoche TU Dortmund;,;,;,-,BWL (WiWi);VWL,Schriftliche Ausarbeitung;Präsentation,yes,,,,,,,,,,,https://campus.uni-due.de/lsf/rds;jsessionid=16A7FF6C92029935D67D88C028E47A90.pas082cm?state=verpublish&status=init&vmfile=no&publishid=337395&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
false,false,Urban climate change adaptation governance and the transformation to sustainable urban governance,BNE,Seminar,,,,WiSe 2019/20,,5,5,4 - 4,4,Belegpflicht,,,Studium liberale im IOS (Modul E3),Englisch,E3 Abmelden Sem 25.09.2019 16:00:00 - 31.03.2020 23:59:59 aktuell;E3 Zwischenabmeldung 24.09.2019 09:30:01 - 25.09.2019 15:59:59;E3 Losfrist 18.09.2019 10:30:00 - 24.09.2019 09:30:00,;Studium liberale (E3);,Do.;,10:00 bis 12:00;,14-tgl.;,10.10.2019 bis 30.01.2020;,;,;,;,Dortmund,TU Dortmund - Geschoßbau I - 410;,21.11.2019: Exkursionswoche TU Dortmund;,5;,,-,,unknown,yes,,,,,,,,,,,https://campus.uni-due.de/lsf/rds;jsessionid=16A7FF6C92029935D67D88C028E47A90.pas082cm?state=verpublish&status=init&vmfile=no&publishid=337703&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
false,false,Forschung zu Nachhaltigkeit,BNE,E-Learning,,,,WiSe 2019/20,,,120,3,3,Belegpflicht,,,Studium liberale im IOS (Modul E3),Deutsch,E3 Direkte Zulassung/Warteliste Sem 25.09.2019 16:00:00 - 31.03.2020 23:59:59 aktuell;E3 Zwischenabmeldung 24.09.2019 09:30:01 - 25.09.2019 15:59:59;E3 Losfrist 18.09.2019 10:30:00 - 24.09.2019 09:30:00,;Institut für Optionale Studien IOS;Studium liberale (E3);,-.;,bis;,Block;,01.12.2019 bis 31.03.2020;,;,;,;,online,online;,;,;,,-,,unknown,yes,,,,,,,,,,,https://campus.uni-due.de/lsf/rds;jsessionid=16A7FF6C92029935D67D88C028E47A90.pas082cm?state=verpublish&status=init&vmfile=no&publishid=337537&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
false,false,Die Agenda 2030 für nachhaltige Entwicklung: Sustainable Development Goals in Theorie und Praxis,BNE,E-Learning,,,,WiSe 2019/20,,,5,3,3,Belegpflicht,,,Studium liberale im IOS (Modul E3),Deutsch,E3 Abmelden Sem 25.09.2019 16:00:00 - 31.03.2020 23:59:59 aktuell,;Institut für Optionale Studien IOS;Studium liberale (E3);,-.;,bis;,Block;,07.10.2019 bis 17.01.2020;,;,;,;,online,;,;,;,,-,,unknown,yes,,,,,,,,,,,https://campus.uni-due.de/lsf/rds;jsessionid=16A7FF6C92029935D67D88C028E47A90.pas082cm?state=verpublish&status=init&vmfile=no&publishid=338972&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
false,false,Grundlagen einer Bildung für nachhaltige Entwicklung: BNE verstehen und anwenden,BNE,E-Learning,,,,WiSe 2019/20,,,5,3 - 3,3,Belegpflicht,,,Studium liberale im IOS (Modul E3),Deutsch,E3 Abmelden Sem 25.09.2019 16:00:00 - 31.03.2020 23:59:59 aktuell,;Studium liberale (E3);,-.;,bis;,Block;,07.10.2019 bis 17.01.2020;,;,;,;,online,;,;,;,,-,,unknown,yes,,,,,,,,,,,https://campus.uni-due.de/lsf/rds;jsessionid=16A7FF6C92029935D67D88C028E47A90.pas082cm?state=verpublish&status=init&vmfile=no&publishid=337567&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
true,true,Aktuelle Probleme der Mensch-Tier-Gesellschaft. Herausforderungen & Lösungsansätze,BNE,Blockseminar,,,,WiSe 2019/20,,,35,3,3,Belegpflicht,,,Studium liberale im IOS (Modul E3),Deutsch,E3 Abmelden Sem 25.09.2019 16:00:00 - 31.03.2020 23:59:59 aktuell;E3 Zwischenabmeldung 24.09.2019 09:30:01 - 25.09.2019 15:59:59;E3 Losfrist 18.09.2019 10:30:00 - 24.09.2019 09:30:00,;;Studium liberale (E3);;Institut für Optionale Studien IOS;,Mi.;-.;-.;,14:15 bis 15:45;10:00 bis 16:00;10:00 bis 16:00;,EinzelT;Block+SaSo;Block+SaSo;,am 30.10.2019;30.11.2019 bis 01.12.2019;16.11.2019 bis 17.11.2019;,V15S - V13 S00 D50;R12R - R12 R04 B02;R12R - R12 R04 B02;,;;;,;;;,Essen,"obligatorische Vorbesprechung;So, 01.12.19: anwesenheitspflichtige Exkursion;;",;;;,;;;,;,-,-,Präsentation,yes,,,,,,,,,,,https://campus.uni-due.de/lsf/rds;jsessionid=16A7FF6C92029935D67D88C028E47A90.pas082cm?state=verpublish&status=init&vmfile=no&publishid=326019&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
true,true,Chancen und Risiken einer zunehmenden Technisierung von Wirtschaft und Gesellschaft,BNE,Blockseminar,,,,WiSe 2019/20,,40,40,3 - 4,3;4,Belegpflicht,,,Studium liberale im IOS (Modul E3),Deutsch,E3 Abmelden Sem 25.09.2019 16:00:00 - 31.03.2020 23:59:59 aktuell;E3 Zwischenabmeldung 24.09.2019 09:30:01 - 25.09.2019 15:59:59;E3 Losfrist 18.09.2019 10:30:00 - 24.09.2019 09:30:00,;Institut für Optionale Studien IOS;;Studium liberale (E3);,Fr.;-.;,10:15 bis 11:45;09:00 bis 18:00;,EinzelT;Block+SaSo;,am 18.10.2019;15.11.2019 bis 17.11.2019;,T03R - T03 R02 D26;S05R - S05 R03 H20;,;;,;;,Essen,;;,;;,;;,;;,-,-,Schriftliche Ausarbeitung;Präsentation,yes,,,,,,,,,,,https://campus.uni-due.de/lsf/rds;jsessionid=16A7FF6C92029935D67D88C028E47A90.pas082cm?state=verpublish&status=init&vmfile=no&publishid=326374&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
true,true,Footprint - (d)ein Selbstversuch,BNE,Blockseminar,,,,WiSe 2019/20,,,35,3,3,Belegpflicht,,,Studium liberale im IOS (Modul E3),Deutsch,E3 Abmelden Sem 25.09.2019 16:00:00 - 31.03.2020 23:59:59 aktuell,";;;Bachelor, Bachelor;;;Institut für Optionale Studien IOS;",Fr.;Sa.;So.; - ;So.;So.;,10:15 bis 11:45;10:00 bis 17:00 s.t.;10:00 bis 17:00 s.t.;;10:00 bis 17:00 s.t.;10:00 bis 18:00;,EinzelT;EinzelT;EinzelT;Studium liberale (E3);EinzelT;EinzelT;,am 11.10.2019;am 16.11.2019;am 01.12.2019;am 03.11.2019;am 17.11.2019;,Weststadttürme - WST-A.02.04;S05T Hörsaalzentrum - S05 T02 B02;S05T Hörsaalzentrum - S05 T02 B02;S05T Hörsaalzentrum - S05 T02 B02;;,;;;;;,;;;;;,Essen,vor Vorlesungsbeginn!;;;;Exkursion Oberhausen;,;;;;;,35;35;35;35;;,;,-,-,Schriftliche Ausarbeitung,yes,,,,,,,,,,,https://campus.uni-due.de/lsf/rds;jsessionid=16A7FF6C92029935D67D88C028E47A90.pas082cm?state=verpublish&status=init&vmfile=no&publishid=325209&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
false,false,Künstliche Intelligenz – Sozialwissenschaftliche Studien zur Kritik der digitalen Ökonomie,BNE,Seminar,,,,WiSe 2019/20,2,35,35,2 - 4,2;3;4,Belegpflicht,,,Studium liberale im IOS (Modul E3),Deutsch,E3 Abmelden Sem 25.09.2019 16:00:00 - 31.03.2020 23:59:59 aktuell,";Bachelor, Bachelor;Studium liberale (E3);",Do.; - ;,12:15 bis 13:45;;,wöch.;;,17.10.2019 bis 30.01.2020;;,LC - LC 126;;,;Institut für Optionale Studien IOS;,;,Duisburg (L/M),;,;,35;,;,-,GesWi;MOAS (Soz);MOAS (PW);Soziale Arbeit;,Schriftliche Ausarbeitung;Präsentation,yes,,,,,,,,,,,https://campus.uni-due.de/lsf/rds;jsessionid=16A7FF6C92029935D67D88C028E47A90.pas082cm?state=verpublish&status=init&vmfile=no&publishid=326213&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
false,false,Green Office - ein Nachhaltigkeitsbüro für die UDE?,BNE,Seminar,,,,WiSe 2019/20,,,25,1,1,Belegpflicht,,,AStA Nachhaltigkeitsnovember;Zertifikat Bildung für Nachhaltige Entwicklung,Deutsch,E3 Abmelden Sem 25.09.2019 16:00:00 - 31.03.2020 23:59:59 aktuell,";Bachelor, Bachelor;",Mi.; - ;,16:00 bis;;,EinzelT;;,am 06.11.2019;;,;;,;Institut für Optionale Studien IOS;,;,Essen,E - S06 S01 B38;,;,;,verantwort;,-,-,Schriftliche Ausarbeitung,yes,,,,,,,,,,,https://campus.uni-due.de/lsf/rds;jsessionid=16A7FF6C92029935D67D88C028E47A90.pas082cm?state=verpublish&status=init&vmfile=no&publishid=338693&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
true,true,Aktuelle Asylpolitik im Kontext europäischer und nationaler Regelungen,IOS,Blockseminar,,,,WiSe 2019/20,,35,35,3,3,Belegpflicht,,,Studium liberale im IOS (Modul E3),Deutsch,E3 Abmelden Sem 25.09.2019 16:00:00 - 31.03.2020 23:59:59 aktuell;E3 Zwischenabmeldung 24.09.2019 09:30:01 - 25.09.2019 15:59:59;E3 Losfrist 18.09.2019 10:30:00 - 24.09.2019 09:30:00,;;Studium liberale (E3);;;Institut für Optionale Studien IOS;,Mo.;-.;-.;Fr.;,14:15 bis 15:45;10:15 bis 17:00;10:15 bis 17:00;08:45 bis 09:45;,EinzelT;Block+SaSo;Block+SaSo;EinzelT;,am 14.10.2019;16.11.2019 bis 17.11.2019;26.10.2019 bis 27.10.2019;am 29.11.2019;,R12R - R12 R06 A93;R12S - R12 S05 H81;R12S - R12 S05 H81;A - A-113;,;;;;,;;;;,Essen,Vorbesprechung;Block Sa/So;Block Sa/So;Klausur;,;;;;,;;;;,;,-,GesWi;MOAS (Soz);MOAS (PW);Soziale Arbeit,Klausur,yes,,,,,,,,,,,https://campus.uni-due.de/lsf/rds;jsessionid=9C2E365B981B0225D7D7922C99B55953.pas084cm?state=verpublish&status=init&vmfile=no&publishid=326266&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
false,false,Urbane Identität im Ruhrgebiet,IOS,Seminar,,,,WiSe 2019/20,2,,35,2 - 4,2;3;4,Belegpflicht,,,Studium liberale im IOS (Modul E3),Deutsch,E3 Abmelden Sem 25.09.2019 16:00:00 - 31.03.2020 23:59:59 aktuell,;Studium liberale (E3);Institut für Optionale Studien IOS;,Mo.;,10:15 bis 11:45;,wöch.;,14.10.2019 bis 27.01.2020;,LB - LB 117;,;,;,Duisburg (L/M),;,;,;,;,-,2-Fach GeiWi,Schriftliche Ausarbeitung;Präsentation,yes,,,,,,,,,,,https://campus.uni-due.de/lsf/rds;jsessionid=9C2E365B981B0225D7D7922C99B55953.pas084cm?state=verpublish&status=init&vmfile=no&publishid=325276&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
false,true,"Von Aristoteles zu Hawking, vom Big Bang und der globalen Erwärmung - Facetten der Physik",IOS,Seminar,,,,WiSe 2019/20,2,,35,3,3,Belegpflicht,,,Studium liberale im IOS (Modul E3),Deutsch,E3 Abmelden Sem 25.09.2019 16:00:00 - 31.03.2020 23:59:59 aktuell,";Bachelor, Bachelor;Studium liberale (E3);",Mo.; - ;,10:15 bis 11:45;;,wöch.;;,von 14.10.2019;;,V15R - V15 R01 H63;;,;Institut für Optionale Studien IOS;,;,Essen,;,;,;,;,Bauingenieurwesen;Elektrotechnik und Informationstechnik;ISE;Maschinenbau;Medizintechnik;Nano Engineering;Wirtschaftsingenieurwesen,Bio;Chemie;Physik;BauIng;EIT;ISE;Maschinenbau;Medizintechnik;NanoEng;Wi-Ing,Schriftliche Ausarbeitung,yes,,,,,,,,,,,https://campus.uni-due.de/lsf/rds;jsessionid=9C2E365B981B0225D7D7922C99B55953.pas084cm?state=verpublish&status=init&vmfile=no&publishid=330096&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
false,false,Zeitgeschichte im Spiegel des Strafrechts,IOS,Blockseminar,,,,WiSe 2019/20,,,35,3 - 3,3,Belegpflicht,,,Institut für Optionale Studien IOS,Deutsch,E3 Abmelden Sem 25.09.2019 16:00:00 - 31.03.2020 23:59:59 aktuell,;;Institut für Optionale Studien IOS;;Studium liberale (E3);,Mo.;So.;Sa.;,12:15 bis 13:45;10:00 bis 16:30;09:00 bis 15:30;,EinzelT;dreiwöch.;dreiwöch.;,am 14.10.2019;20.10.2019 bis 10.11.2019;19.10.2019 bis 09.11.2019;,R12V - R12 V01 D20;R12R - R12 R04 B02;R12R - R12 R04 B02;,;;;,;;;,Essen,obligatorische Vorbesprechung;;;,;;;,;;;,;,-,Soziale Arbeit,Schriftliche Ausarbeitung;Präsentation,yes,,,,,,,,,,,https://campus.uni-due.de/lsf/rds;jsessionid=9C2E365B981B0225D7D7922C99B55953.pas084cm?state=verpublish&status=init&vmfile=no&publishid=329939&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
true,true,Einführung in das Arbeitsrecht für Fachfremde,IOS,Seminar,,,,WiSe 2019/20,,,35,3,3,Belegpflicht,,,Studium liberale im IOS (Modul E3),Deutsch,E3 Abmelden Sem 25.09.2019 16:00:00 - 31.03.2020 23:59:59 aktuell;E3 Zwischenabmeldung 24.09.2019 09:30:01 - 25.09.2019 15:59:59;E3 Losfrist 18.09.2019 10:30:00 - 24.09.2019 09:30:00,";Bachelor, Bachelor;;Master, Master;",Di.; - ;Di.; - ;,10:15 bis 11:45;;10:15 bis 11:45;;,wöch.;Studium liberale (E3);EinzelT;,15.10.2019 bis 28.01.2020;am 04.02.2020;,R09S - R09 S05 B08;S05T Hörsaalzentrum - S05 T05 B01;,;;,;;,Essen,;Klausur;,;;,;;,;,-,BWL (MSM);BWL (WiWi);Soziale Arbeit;VWL;Wi-Inf,Klausur,yes,,,,,,,,,,,https://campus.uni-due.de/lsf/rds;jsessionid=9C2E365B981B0225D7D7922C99B55953.pas084cm?state=verpublish&status=init&vmfile=no&publishid=329898&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
false,false,Erinnern und Vergessen - Ich und Identität (nicht nur) in der Kriminalliteratur (Identität I),IOS,Blockseminar,,,,WiSe 2019/20,,,10,3 - 4,3;4,Belegpflicht,,,Studium liberale im IOS (Modul E3),Deutsch,E3 Abmelden Sem 25.09.2019 16:00:00 - 31.03.2020 23:59:59 aktuell,";;;Bachelor, Bachelor;;;;Master, Master;",Di.;Sa.;Sa.; - ;Sa.;Sa.;Sa.; - ;,16:15 bis 17:45;11:15 bis 17:00;11:15 bis 17:00;;11:15 bis 17:00;11:15 bis 17:00;11:15 bis 14:45;;,EinzelT;EinzelT;EinzelT;;EinzelT;EinzelT;EinzelT;Institut für Optionale Studien IOS;,am 15.10.2019;am 09.11.2019;am 07.12.2019;;am 26.10.2019;am 23.11.2019;am 14.12.2019;,R09S - R09 S05 B08;R09S - R09 S05 B08;R09S - R09 S05 B08;;R09S - R09 S05 B08;R09S - R09 S05 B08;R09S - R09 S05 B08;,;;;Studium liberale (E3);;;;,;;;;;;,Essen,Vorbesprechung;;;;;;,;;;;;;,;;;;;;,;,-,2-Fach GeiWi,Schriftliche Ausarbeitung;Präsentation,yes,,,,,,,,,,,https://campus.uni-due.de/lsf/rds;jsessionid=9C2E365B981B0225D7D7922C99B55953.pas084cm?state=verpublish&status=init&vmfile=no&publishid=329895&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
false,true,Von den Anfängen der Mathematik und der Entwicklung des Bildungssystems in Europa,IOS,Vorlesung,,,,WiSe 2019/20,2,,50,3,3,Belegpflicht,,,Studium liberale im IOS (Modul E3),Deutsch,E3 Abmelden Sem 25.09.2019 16:00:00 - 31.03.2020 23:59:59 aktuell;E3 Zwischenabmeldung 24.09.2019 09:30:01 - 25.09.2019 15:59:59;E3 Losfrist 18.09.2019 10:30:00 - 24.09.2019 09:30:00,";Bachelor, Bachelor;Studium liberale (E3);",Mi.; - ;,10:00 bis 11:30;;,wöch.;;,16.10.2019 bis 29.01.2020;;,V15R - V15 R01 H76;;,;Institut für Optionale Studien IOS;,;,Essen,"Klausur: 22.01.20, 10:15-11:45 Uhr;",;,;,;,-,Mathe,Klausur,yes,,,,,,,,,,,https://campus.uni-due.de/lsf/rds;jsessionid=9C2E365B981B0225D7D7922C99B55953.pas084cm?state=verpublish&status=init&vmfile=no&publishid=327344&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
true,true,Zahlenspiele und Strategien,IOS,Seminar,,,,WiSe 2019/20,2,,40,3,3,Belegpflicht,,,Studium liberale im IOS (Modul E3),Deutsch,E3 Abmelden Sem 25.09.2019 16:00:00 - 31.03.2020 23:59:59 aktuell;E3 Zwischenabmeldung 24.09.2019 09:30:01 - 25.09.2019 15:59:59;E3 Losfrist 18.09.2019 10:30:00 - 24.09.2019 09:30:00,";Bachelor, Bachelor;Institut für Optionale Studien IOS;",Mi.; - ;,14:15 bis 15:45;;,wöch.;;,16.10.2019 bis 29.01.2020;;,BC - BC 303;;,;Studium liberale (E3);,;,Duisburg (B),"Klausur: 22.01.20, 14:15-15:45 Uhr;",;,40;,;,"Angewandte Informatik,Bauingenieurwesen,Elektrotechnik und Informationstechnik;ISE;Maschinenbau;Medizintechnik;Nano Engineering",Mathe;WiWi;Angewandte Informatik (IngWi);Angewandte Informatik (WiWi);BauIng;EIT;ISE;Maschinenbau;Medizintechnik;NanoEng,Klausur,yes,,,,,,,,,,,https://campus.uni-due.de/lsf/rds;jsessionid=9C2E365B981B0225D7D7922C99B55953.pas084cm?state=verpublish&status=init&vmfile=no&publishid=329936&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
true,true,"„Menschliche Intelligenz“ - Alleiniger Maßstab auch für pflanzliche, tierische und künstliche Intelligenz?",IOS,Blockseminar,,,,WiSe 2019/20,,,35,3 - 4,3;4,Belegpflicht,,,Studium liberale im IOS (Modul E3),Deutsch,E3 Abmelden Sem 25.09.2019 16:00:00 - 31.03.2020 23:59:59 aktuell,";;Bachelor, Bachelor;;Studium liberale (E3);",Fr.;-.; - ;-.;,12:15 bis 13:45;10:15 bis 17:00;;10:15 bis 17:00;,EinzelT;Block+SaSo;Institut für Optionale Studien IOS;Block+SaSo;,am 18.10.2019;09.11.2019 bis 10.11.2019;26.10.2019 bis 27.10.2019;,LC - LC 140;LK - LK 051;LK - LK 051;,;;;,;;;,Duisburg (L/M),Vorbesprechung;;;,;;;,;;;,;,-,2-Fach GeiWi,Schriftliche Ausarbeitung,yes,,,,,,,,,,,https://campus.uni-due.de/lsf/rds;jsessionid=9C2E365B981B0225D7D7922C99B55953.pas084cm?state=verpublish&status=init&vmfile=no&publishid=328835&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
true,true,"Führung x3: Mitarbeiter, Teams, Gespräche - Gr. 1 + 2",IOS,E-Learning,,,,WiSe 2019/20,,,40,4,4,Belegpflicht,,,Studium liberale im IOS (Modul E3),Deutsch,E3 Abmelden Sem 25.09.2019 16:00:00 - 31.03.2020 23:59:59 aktuell;E3 Zwischenabmeldung 24.09.2019 09:30:01 - 25.09.2019 15:59:59;E3 Losfrist 18.09.2019 10:30:00 - 24.09.2019 09:30:00,;;Institut für Optionale Studien IOS;Studium liberale (E3);,Fr.;Fr.;,10:30 bis 12:00;12:00 bis 13:30;,EinzelT;EinzelT;,am 18.10.2019;am 18.10.2019;,;;,;;,;;,online,"G1 Online Einführung, moodle;G2 Online Einführung, moodle;",;;,;;,;,-,-,Schriftliche Ausarbeitung,yes,,,,,,,,,,,https://campus.uni-due.de/lsf/rds;jsessionid=9C2E365B981B0225D7D7922C99B55953.pas084cm?state=verpublish&status=init&vmfile=no&publishid=326017&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
true,true,Abriss zur Finanzmathematik und Wahrscheinlichkeitsrechnung,IOS,Blockseminar,,,,WiSe 2019/20,,35,35,3 - 3,3,Belegpflicht,,,Studium liberale im IOS (Modul E3),Deutsch,E3 Abmelden Sem 25.09.2019 16:00:00 - 31.03.2020 23:59:59 aktuell;E3 Zwischenabmeldung 24.09.2019 09:30:01 - 25.09.2019 15:59:59;E3 Losfrist 18.09.2019 10:30:00 - 24.09.2019 09:30:00,";;Bachelor, Bachelor;;Studium liberale (E3);",Fr.;-.; - ;-.;,12:15 bis 13:45;10:15 bis 17:00;;10:15 bis 17:00;,EinzelT;Block+SaSo;Institut für Optionale Studien IOS;Block+SaSo;,am 25.10.2019;23.11.2019 bis 24.11.2019;09.11.2019 bis 10.11.2019;,LC - LC 140;LK - LK 061;LK - LK 061;,;;;,;;;,Duisburg (L/M),obligatorische Vorbesprechung;;;,;;;,;;;,;,"Angewandte Informatik,Bauingenieurwesen,Elektrotechnik und Informationstechnik;ISE;Maschinenbau;Medizintechnik;Nano Engineering",Mathe;WiWi;Angewandte Informatik (IngWi);Angewandte Informatik (WiWi);BauIng;EIT;ISE;Maschinenbau;Medizintechnik;NanoEng,Präsentation,yes,,,,,,,,,,,https://campus.uni-due.de/lsf/rds;jsessionid=9C2E365B981B0225D7D7922C99B55953.pas084cm?state=verpublish&status=init&vmfile=no&publishid=329893&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
