isReoccurring,isReoccuring_manual,title,catalog,Veranstaltungsart,Langtext,Veranstaltungsnummer,Kurztext,Semester,SWS,Erwartete Teilnehmer,Max. Teilnehmer,Credits,Credits_manual,Belegung,Zeitfenster,Hyperlink,Weitere Links,Sprache,Belegungsfristen,,Tag,Zeit,Rhythmus,Dauer,Raum,Raum- plan,Status,Location,Bemerkung,fällt aus am,Max. Teilnehmer,Zuständigkeit,Ausgeschlossen_Ingenieurwissenschaften_Bachelor,Ausgeschlossen_manual,Exam,Graded,total,# ratings,fairness,support,material,comprehensibility,fun,interesting,grade/effort,recommendation (0-100),link
false,false,Europäische Konsumgeschichte(n) des 19. und 20. Jahrhunderts,Kultur und Gesellschaft,Vorlesung,,,,WiSe 2019/20,2,20,20,3 - 3,3,Belegpflicht,,,Studium liberale im IOS (Modul E3),Deutsch,E3 Zwischenabmeldung 24.09.2019 09:30:01 - 25.09.2019 15:59:59;E3 Abmelden KW42 07.10.2019 09:00:01 - 31.03.2020 23:59:59 aktuell;E3 Direkte Zulassung/Warteliste KW42 25.09.2019 16:00:00 - 07.10.2019 09:00:00;E3 Losfrist 18.09.2019 10:30:00 - 24.09.2019 09:30:00,;Studium liberale (E3);,Mi.;,10:00 bis 12:00;,wöch.;,von 16.10.2019;,;,;,;,Essen,E - Cinemaxx;,;,;,;,-,2-Fach GeiWi,Klausur,yes,4.4,1,NA,5.0,4.0,5.0,4.0,4.0,5.0,100,https://campus.uni-due.de/lsf/rds;jsessionid=ADDD91038BEBF86E4CB8A1D26154071D.pas085cm?state=verpublish&status=init&vmfile=no&publishid=332587&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
false,false,Geschichte Kanadas bis 1815,Kultur und Gesellschaft,Vorlesung,,,,WiSe 2019/20,2,20,20,3 - 3,3,Belegpflicht,,,Studium liberale im IOS (Modul E3),Deutsch,E3 Zwischenabmeldung 24.09.2019 09:30:01 - 25.09.2019 15:59:59;E3 Abmelden KW42 07.10.2019 09:00:01 - 31.03.2020 23:59:59 aktuell;E3 Direkte Zulassung/Warteliste KW42 25.09.2019 16:00:00 - 07.10.2019 09:00:00;E3 Losfrist 18.09.2019 10:30:00 - 24.09.2019 09:30:00,;Studium liberale (E3);,Mi.;,10:00 bis 12:00;,wöch.;,von 16.10.2019;,;,;,;,Essen,E - S07 S00 D07;,;,;,;,-,2-Fach GeiWi,Klausur,yes,,,,,,,,,,,https://campus.uni-due.de/lsf/rds;jsessionid=ADDD91038BEBF86E4CB8A1D26154071D.pas085cm?state=verpublish&status=init&vmfile=no&publishid=332577&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
false,false,"Römisches Freizeitverhalten: Thermen, Tempel und Theater",Kultur und Gesellschaft,Vorlesung,,,,WiSe 2019/20,2,20,20,3 - 3,3,Belegpflicht,,,Studium liberale im IOS (Modul E3),Deutsch,E3 Zwischenabmeldung 24.09.2019 09:30:01 - 25.09.2019 15:59:59;E3 Abmelden KW42 07.10.2019 09:00:01 - 31.03.2020 23:59:59 aktuell;E3 Direkte Zulassung/Warteliste KW42 25.09.2019 16:00:00 - 07.10.2019 09:00:00;E3 Losfrist 18.09.2019 10:30:00 - 24.09.2019 09:30:00,;Studium liberale (E3);,Mi.;,12:00 bis 14:00;,wöch.;,von 16.10.2019;,;,;,;,Essen,E - S04 T01 A02;,;,;,;,-,2-Fach GeiWi,Klausur,yes,4.5,1,4.0,4.0,4.0,5.0,5.0,5.0,5.0,100,https://campus.uni-due.de/lsf/rds;jsessionid=ADDD91038BEBF86E4CB8A1D26154071D.pas085cm?state=verpublish&status=init&vmfile=no&publishid=332586&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
true,true,Einführung in die philosophische Anthropologie,Kultur und Gesellschaft,Vorlesung,,,,WiSe 2019/20,2,5,5,3 - 3,3,Belegpflicht,,,Studium liberale im IOS (Modul E3),Deutsch,E3 Zwischenabmeldung 24.09.2019 09:30:01 - 25.09.2019 15:59:59;E3 Abmelden KW42 07.10.2019 09:00:01 - 31.03.2020 23:59:59 aktuell;E3 Direkte Zulassung/Warteliste KW42 25.09.2019 16:00:00 - 07.10.2019 09:00:00;E3 Losfrist 18.09.2019 10:30:00 - 24.09.2019 09:30:00,;Studium liberale (E3);,Di.;,12:00 bis 14:00;,wöch.;,von 15.10.2019;,;,;,;,Essen,E - S07 S00 D07;,;,;,;,-,2-Fach GeiWi; KuWi (Philosophie),unknown,yes,,,,,,,,,,,https://campus.uni-due.de/lsf/rds;jsessionid=ADDD91038BEBF86E4CB8A1D26154071D.pas085cm?state=verpublish&status=init&vmfile=no&publishid=332564&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
false,false,"Erkenntnis, Wissenschaft und Sprache: Wissen und Wahrscheinlichkeit",Kultur und Gesellschaft,Seminar,,,,WiSe 2019/20,2,5,5,3 - 3,3,Belegpflicht,,,Studium liberale im IOS (Modul E3),Deutsch,E3 Zwischenabmeldung 24.09.2019 09:30:01 - 25.09.2019 15:59:59;E3 Abmelden KW42 07.10.2019 09:00:01 - 31.03.2020 23:59:59 aktuell;E3 Direkte Zulassung/Warteliste KW42 25.09.2019 16:00:00 - 07.10.2019 09:00:00;E3 Losfrist 18.09.2019 10:30:00 - 24.09.2019 09:30:00,;Studium liberale (E3);,Do.;,10:00 bis 12:00;,wöch.;,von 17.10.2019;,;,;,;,Essen,E - R12 T04 F14;,;,;,;,-,2-Fach GeiWi; KuWi (Philosophie),unknown,yes,,,,,,,,,,,https://campus.uni-due.de/lsf/rds;jsessionid=ADDD91038BEBF86E4CB8A1D26154071D.pas085cm?state=verpublish&status=init&vmfile=no&publishid=332619&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
false,false,Medizinethik,Kultur und Gesellschaft,Seminar,,,,WiSe 2019/20,2,5,5,3 - 3,3,Belegpflicht,,,Studium liberale im IOS (Modul E3),Deutsch,E3 Zwischenabmeldung 24.09.2019 09:30:01 - 25.09.2019 15:59:59;E3 Abmelden KW42 07.10.2019 09:00:01 - 31.03.2020 23:59:59 aktuell;E3 Direkte Zulassung/Warteliste KW42 25.09.2019 16:00:00 - 07.10.2019 09:00:00;E3 Losfrist 18.09.2019 10:30:00 - 24.09.2019 09:30:00,;Studium liberale (E3);,Mo.;,10:00 bis 12:00;,wöch.;,von 14.10.2019;,;,;,;,Essen,E - V15 R02 G84;,14.10.2019:;,;,;,-,2-Fach GeiWi; KuWi (Philosophie),unknown,yes,,,,,,,,,,,https://campus.uni-due.de/lsf/rds;jsessionid=ADDD91038BEBF86E4CB8A1D26154071D.pas085cm?state=verpublish&status=init&vmfile=no&publishid=332541&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
true,true,Methoden der Geisteswissenschaften: Logische Propädeutik,Kultur und Gesellschaft,Blockseminar,,,,WiSe 2019/20,0,10,10,3 - 3,3,Belegpflicht,,,Studium liberale im IOS (Modul E3),Deutsch,E3 Zwischenabmeldung 24.09.2019 09:30:01 - 25.09.2019 15:59:59;E3 Direkte Zulassung/Warteliste Sem 25.09.2019 16:00:00 - 31.03.2020 23:59:59 aktuell;E3 Losfrist 18.09.2019 10:30:00 - 24.09.2019 09:30:00,;Studium liberale (E3);;,Di.;-.;,12:00 bis 14:00;10:00 bis 18:00;,EinzelT;Block;,am 07.01.2020;05.02.2020 bis 07.02.2020;,;;,;;,;;,Essen,E - R12 V04 D95  Vorbesprechung;E - R12 R04 B21;,;;,;;,;,-,2-Fach GeiWi; KuWi (Philosophie),unknown,yes,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,NA,0,https://campus.uni-due.de/lsf/rds;jsessionid=ADDD91038BEBF86E4CB8A1D26154071D.pas085cm?state=verpublish&status=init&vmfile=no&publishid=332511&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
false,true,Philosophie der Person: Samuel Scheffler (Gr. 2),Kultur und Gesellschaft,Seminar,,,,WiSe 2019/20,2,5,5,3 - 3,3,Belegpflicht,,,Studium liberale im IOS (Modul E3),Deutsch,E3 Zwischenabmeldung 24.09.2019 09:30:01 - 25.09.2019 15:59:59;E3 Abmelden KW42 07.10.2019 09:00:01 - 31.03.2020 23:59:59 aktuell;E3 Direkte Zulassung/Warteliste KW42 25.09.2019 16:00:00 - 07.10.2019 09:00:00;E3 Losfrist 18.09.2019 10:30:00 - 24.09.2019 09:30:00,;Studium liberale (E3);,Do.;,14:00 bis 16:00;,wöch.;,von 17.10.2019;,;,;,;,Essen,E - V15 R01 H76;,;,;,;,-,2-Fach GeiWi; KuWi (Philosophie),unknown,yes,,,,,,,,,,,https://campus.uni-due.de/lsf/rds;jsessionid=ADDD91038BEBF86E4CB8A1D26154071D.pas085cm?state=verpublish&status=init&vmfile=no&publishid=332618&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
false,true,Religionsphilosophie: Argumente für und gegen die Existenz Gottes (Gr. 3),Kultur und Gesellschaft,Seminar,,,,WiSe 2019/20,2,5,5,3 - 3,3,Belegpflicht,,,Studium liberale im IOS (Modul E3),Deutsch,E3 Zwischenabmeldung 24.09.2019 09:30:01 - 25.09.2019 15:59:59;E3 Abmelden KW42 07.10.2019 09:00:01 - 31.03.2020 23:59:59 aktuell;E3 Direkte Zulassung/Warteliste KW42 25.09.2019 16:00:00 - 07.10.2019 09:00:00;E3 Losfrist 18.09.2019 10:30:00 - 24.09.2019 09:30:00,;Studium liberale (E3);,Do.;,10:00 bis 12:00;,wöch.;,von 17.10.2019;,;,;,;,Essen,E - R12 V01 D20;,;,;,;,-,2-Fach GeiWi; KuWi (Philosophie),unknown,yes,,,,,,,,,,,https://campus.uni-due.de/lsf/rds;jsessionid=ADDD91038BEBF86E4CB8A1D26154071D.pas085cm?state=verpublish&status=init&vmfile=no&publishid=332617&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
false,false,Was ist Kritische Theorie? Eine Einführung,Kultur und Gesellschaft,Seminar,,,,WiSe 2019/20,2,5,5,3 - 3,3,Belegpflicht,,,Studium liberale im IOS (Modul E3),Deutsch,E3 Zwischenabmeldung 24.09.2019 09:30:01 - 25.09.2019 15:59:59;E3 Abmelden KW42 07.10.2019 09:00:01 - 31.03.2020 23:59:59 aktuell;E3 Direkte Zulassung/Warteliste KW42 25.09.2019 16:00:00 - 07.10.2019 09:00:00;E3 Losfrist 18.09.2019 10:30:00 - 24.09.2019 09:30:00,;Studium liberale (E3);,Do.;,12:00 bis 14:00;,wöch.;,von 17.10.2019;,;,;,;,Essen,E - V15 S04 C70;,;,;,;,-,2-Fach GeiWi; KuWi (Philosophie),unknown,yes,,,,,,,,,,,https://campus.uni-due.de/lsf/rds;jsessionid=ADDD91038BEBF86E4CB8A1D26154071D.pas085cm?state=verpublish&status=init&vmfile=no&publishid=332616&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
true,true,Einführung in die Historische Theologie,Kultur und Gesellschaft,Seminar,,,,WiSe 2019/20,2,10,10,2 - 3,2;3,Belegpflicht,,,Studium liberale im IOS (Modul E3),Deutsch,E3 Zwischenabmeldung 24.09.2019 09:30:01 - 25.09.2019 15:59:59;E3 Abmelden KW42 07.10.2019 09:00:01 - 31.03.2020 23:59:59 aktuell;E3 Direkte Zulassung/Warteliste KW42 25.09.2019 16:00:00 - 07.10.2019 09:00:00;E3 Losfrist 18.09.2019 10:30:00 - 24.09.2019 09:30:00,;Studium liberale (E3);,Do.;,10:00 bis 12:00;,wöch.;,von 17.10.2019;,;,;,;,Essen,E - V15 R04 H25;,;,;,;,-,2-Fach GeiWi,Klausur,yes,,,,,,,,,,,https://campus.uni-due.de/lsf/rds;jsessionid=ADDD91038BEBF86E4CB8A1D26154071D.pas085cm?state=verpublish&status=init&vmfile=no&publishid=332621&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
false,true,Geschichte des Christentums: Frühe Neuzeit (1400-1600),Kultur und Gesellschaft,Vorlesung,,,,WiSe 2019/20,2,10,10,2 - 3,2;3,Belegpflicht,,,Studium liberale im IOS (Modul E3),Deutsch,E3 Zwischenabmeldung 24.09.2019 09:30:01 - 25.09.2019 15:59:59;E3 Abmelden KW42 07.10.2019 09:00:01 - 31.03.2020 23:59:59 aktuell;E3 Direkte Zulassung/Warteliste KW42 25.09.2019 16:00:00 - 07.10.2019 09:00:00;E3 Losfrist 18.09.2019 10:30:00 - 24.09.2019 09:30:00,;Studium liberale (E3);,Mi.;,16:00 bis 18:00;,wöch.;,von 16.10.2019;,;,;,;,Essen,E - V15 R01 H90;,;,;,;,-,2-Fach GeiWi,Klausur,yes,,,,,,,,,,,https://campus.uni-due.de/lsf/rds;jsessionid=ADDD91038BEBF86E4CB8A1D26154071D.pas085cm?state=verpublish&status=init&vmfile=no&publishid=332588&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
true,true,Geschichte des Christentums: Moderne (1800-2000),Kultur und Gesellschaft,Vorlesung,,,,WiSe 2019/20,2,10,10,2 - 3,2;3,Belegpflicht,,,Studium liberale im IOS (Modul E3),Deutsch,E3 Zwischenabmeldung 24.09.2019 09:30:01 - 25.09.2019 15:59:59;E3 Abmelden KW42 07.10.2019 09:00:01 - 31.03.2020 23:59:59 aktuell;E3 Direkte Zulassung/Warteliste KW42 25.09.2019 16:00:00 - 07.10.2019 09:00:00;E3 Losfrist 18.09.2019 10:30:00 - 24.09.2019 09:30:00,;Studium liberale (E3);,Do.;,08:00 bis 10:00;,wöch.;,von 17.10.2019;,;,;,;,Essen,E - V15 R01 H61;,;,;,;,-,2-Fach GeiWi,Klausur,yes,,,,,,,,,,,https://campus.uni-due.de/lsf/rds;jsessionid=ADDD91038BEBF86E4CB8A1D26154071D.pas085cm?state=verpublish&status=init&vmfile=no&publishid=332620&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
false,false,"Rache, Gewalt und Versöhnung in den Religionen. Interreligiöse Lernprozesse",Kultur und Gesellschaft,Blockseminar,,,,WiSe 2019/20,,20,20,3 - 4,3;4,Belegpflicht,,,Studium liberale im IOS (Modul E3),Deutsch,E3 Abmelden Sem 25.09.2019 16:00:00 - 31.03.2020 23:59:59 aktuell;E3 Zwischenabmeldung 24.09.2019 09:30:01 - 25.09.2019 15:59:59;E3 Losfrist 18.09.2019 10:30:00 - 24.09.2019 09:30:00,;;;Studium liberale (E3);;;;,Fr.;Sa.;Sa.;Fr.;Fr.;Fr.;,14:00 bis 18:00;14:00 bis 18:00;14:00 bis 18:00;14:00 bis 18:00;14:00 bis 18:00;14:00 bis 18:00;,EinzelT;EinzelT;EinzelT;EinzelT;EinzelT;EinzelT;,am 08.11.2019;am 16.11.2019;am 23.11.2019;am 15.11.2019;am 22.11.2019;am 29.11.2019;,;;;;;;,;;;;;;,;;;;;;,Essen,E - V15 R04 H25;E - V15 R04 H25;E - V15 R04 H25;E - V15 R04 H25;E - V15 R04 H25;E - V15 R04 H25;,;;;;;;,;;;;;;,;,-,2-Fach GeiWi,Schriftliche Ausarbeitung;Präsentation,yes,,,,,,,,,,,https://campus.uni-due.de/lsf/rds;jsessionid=ADDD91038BEBF86E4CB8A1D26154071D.pas085cm?state=verpublish&status=init&vmfile=no&publishid=332512&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
false,false,Biblische Zeitgeschichte: Geschichte des Alten Israel,Kultur und Gesellschaft,Vorlesung,,,,WiSe 2019/20,2,5,5,3 - 3,3,Belegpflicht,,,Studium liberale im IOS (Modul E3),Deutsch,E3 Zwischenabmeldung 24.09.2019 09:30:01 - 25.09.2019 15:59:59;E3 Abmelden KW42 07.10.2019 09:00:01 - 31.03.2020 23:59:59 aktuell;E3 Direkte Zulassung/Warteliste KW42 25.09.2019 16:00:00 - 07.10.2019 09:00:00;E3 Losfrist 18.09.2019 10:30:00 - 24.09.2019 09:30:00,;Studium liberale (E3);Institut für Optionale Studien IOS;,Di.;,12:00 bis 14:00;,wöch.;,15.10.2019 bis 28.01.2020;,;,;,;,Essen,E - V15 R04 H52;,;,5;,;,Bauingenieurwesen;Komedia,2-Fach GeiWi;Chemie;BauIng;Innopren;Komedia;M_AEM;TWM,Mündliche Prüfung,no,,,,,,,,,,,https://campus.uni-due.de/lsf/rds;jsessionid=ADDD91038BEBF86E4CB8A1D26154071D.pas085cm?state=verpublish&status=init&vmfile=no&publishid=337411&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
false,false,Einführung in die alttestamentliche Bibelwissenschaft Gr. 1,Kultur und Gesellschaft,Seminar,,,,WiSe 2019/20,2,5,5,3 - 3,3,Belegpflicht,,,Studium liberale im IOS (Modul E3),Deutsch,E3 Abmelden KW42 07.10.2019 09:00:01 - 31.03.2020 23:59:59 aktuell;E3 Direkte Zulassung/Warteliste KW42 25.09.2019 16:00:00 - 07.10.2019 09:00:00;E3 Zwischenabmeldung 24.09.2019 09:30:01 - 25.09.2019 15:59:59;E3 Losfrist 18.09.2019 10:30:00 - 24.09.2019 09:30:00,;Studium liberale (E3);,Di.;,16:00 bis 18:00;,wöch.;,von 15.10.2019;,;,;,findet statt;,Essen,E - V15 R04 H52;,;,5;,;,Bauingenieurwesen;Komedia,2-Fach GeiWi;Chemie;BauIng;Innopren;Komedia;M_AEM;TWM,Mündliche Prüfung,no,,,,,,,,,,,https://campus.uni-due.de/lsf/rds;jsessionid=ADDD91038BEBF86E4CB8A1D26154071D.pas085cm?state=verpublish&status=init&vmfile=no&publishid=337408&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
false,false,Einführung in die alttestamentliche Bibelwissenschaft Gr. 2,Kultur und Gesellschaft,Seminar,,,,WiSe 2019/20,2,5,5,3 - 3,3,Belegpflicht,,,Studium liberale im IOS (Modul E3),Deutsch,E3 Abmelden KW42 07.10.2019 09:00:01 - 31.03.2020 23:59:59 aktuell;E3 Direkte Zulassung/Warteliste KW42 25.09.2019 16:00:00 - 07.10.2019 09:00:00;E3 Zwischenabmeldung 24.09.2019 09:30:01 - 25.09.2019 15:59:59;E3 Losfrist 18.09.2019 10:30:00 - 24.09.2019 09:30:00,;Studium liberale (E3);Institut für Optionale Studien IOS;,Fr.;,10:00 bis 12:00;,wöch.;,18.10.2019 bis 31.01.2020;,;,;,findet statt;,Essen,E - V15 R02 G84;,;,5;,;,Bauingenieurwesen;Komedia,2-Fach GeiWi;Chemie;BauIng;Innopren;Komedia;M_AEM;TWM,Mündliche Prüfung,no,,,,,,,,,,,https://campus.uni-due.de/lsf/rds;jsessionid=ADDD91038BEBF86E4CB8A1D26154071D.pas085cm?state=verpublish&status=init&vmfile=no&publishid=337410&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
false,false,Gotteslehre,Kultur und Gesellschaft,Vorlesung,,,,WiSe 2019/20,2,15,15,3 - 3,3,Belegpflicht,,,Studium liberale im IOS (Modul E3),Deutsch,E3 Abmelden KW42 07.10.2019 09:00:01 - 31.03.2020 23:59:59 aktuell;E3 Direkte Zulassung/Warteliste KW42 25.09.2019 16:00:00 - 07.10.2019 09:00:00;E3 Zwischenabmeldung 24.09.2019 09:30:01 - 25.09.2019 15:59:59;E3 Losfrist 18.09.2019 10:30:00 - 24.09.2019 09:30:00,;Studium liberale (E3);Institut für Optionale Studien IOS;,Do.;,12:00 bis 14:00;,wöch.;,17.10.2019 bis 30.01.2020;,;,;,;,Essen,E - R14 R02 B07 kleiner Hörsaal;,;,15;,;,-,2-Fach GeiWi,Klausur,yes,,,,,,,,,,,https://campus.uni-due.de/lsf/rds;jsessionid=ADDD91038BEBF86E4CB8A1D26154071D.pas085cm?state=verpublish&status=init&vmfile=no&publishid=337412&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
false,false,"Ich-Identität, Schulderfahrung, Erlösungsverheißung, Rechtfertigung und christliche Identität",Kultur und Gesellschaft,Seminar,,,,WiSe 2019/20,2,10,10,3 - 3,3,Belegpflicht,,,Studium liberale im IOS (Modul E3),Deutsch,E3 Abmelden KW42 07.10.2019 09:00:01 - 31.03.2020 23:59:59 aktuell;E3 Direkte Zulassung/Warteliste KW42 25.09.2019 16:00:00 - 07.10.2019 09:00:00;E3 Zwischenabmeldung 24.09.2019 09:30:01 - 25.09.2019 15:59:59;E3 Losfrist 18.09.2019 10:30:00 - 24.09.2019 09:30:00,;Studium liberale (E3);Institut für Optionale Studien IOS;,Mi.;,18:00 bis 20:00;,wöch.;,16.10.2019 bis 29.01.2020;,;,;,;,Essen,E - V15 R01 H61;,;,10;,;,-,2-Fach GeiWi,unknown,yes,,,,,,,,,,,https://campus.uni-due.de/lsf/rds;jsessionid=ADDD91038BEBF86E4CB8A1D26154071D.pas085cm?state=verpublish&status=init&vmfile=no&publishid=337414&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
false,false,Okzidentalismen. Konstruktionen und Imaginationen des Westens in Kunst und Ästhetik,Kultur und Gesellschaft,Vorlesung,,,,WiSe 2019/20,2,15,15,2 - 4,2;3;4,Belegpflicht,,,Studium liberale im IOS (Modul E3),Deutsch,E3 Zwischenabmeldung 24.09.2019 09:30:01 - 25.09.2019 15:59:59;E3 Abmelden KW42 07.10.2019 09:00:01 - 31.03.2020 23:59:59 aktuell;E3 Direkte Zulassung/Warteliste KW42 25.09.2019 16:00:00 - 07.10.2019 09:00:00;E3 Losfrist 18.09.2019 10:30:00 - 24.09.2019 09:30:00,;Studium liberale (E3);,Do.;,16:00 bis 18:00;,wöch.;,von 17.10.2019;,;,;,;,Essen,E - S05 T00 B71;,;,;,;,Bauingenieurwesen;Komedia,2-Fach GeiWi;Chemie;BauIng;Innopren;Komedia;M_AEM;TWM,Schriftliche Ausarbeitung,no,,,,,,,,,,,https://campus.uni-due.de/lsf/rds;jsessionid=ADDD91038BEBF86E4CB8A1D26154071D.pas085cm?state=verpublish&status=init&vmfile=no&publishid=332622&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
false,false,Gesprächsrhetorik: Zur Analyse von Gesprächen und Gesprächsabläufen,Kultur und Gesellschaft,Blockseminar,,,,WiSe 2019/20,0,15,15,3 - 3,3,Belegpflicht,,,Studium liberale im IOS (Modul E3),Deutsch,E3 Zwischenabmeldung 24.09.2019 09:30:01 - 25.09.2019 15:59:59;E3 Direkte Zulassung/Warteliste Sem 25.09.2019 16:00:00 - 31.03.2020 23:59:59 aktuell;E3 Losfrist 18.09.2019 10:30:00 - 24.09.2019 09:30:00,;;;Studium liberale (E3);;;,Di.;Mi.;Do.;Mi.;Do.;,09:30 bis 17:00;09:30 bis 17:00;09:30 bis 17:00;09:30 bis 17:00;10:00 bis 12:00;,EinzelT;EinzelT;EinzelT;EinzelT;EinzelT;,am 18.02.2020;am 19.02.2020;am 13.02.2020;am 12.02.2020;am 23.01.2020;,;;;;;,;;;;;,;;;;;,Essen,E - R12 V05 D20;E - R12 V05 D20;E - R12 V05 D20;E - R12 V05 D20;Vorbesprechung  E - R09 S02 B10;,;;;;;,;;;;;,;;,-,2-Fach GeiWi,Schriftliche Ausarbeitung;Präsentation,yes,4.0,2,4.5,3.5,3.5,4.0,4.0,4.5,5.0,100,https://campus.uni-due.de/lsf/rds;jsessionid=ADDD91038BEBF86E4CB8A1D26154071D.pas085cm?state=verpublish&status=init&vmfile=no&publishid=332513&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
true,true,Grundlagen der Soziologie,Kultur und Gesellschaft,Vorlesung,,,,WiSe 2019/20,2,45,45,6 - 6,6,Belegpflicht,,,Studium liberale im IOS (Modul E3),Deutsch,E3 Zwischenabmeldung 24.09.2019 09:30:01 - 25.09.2019 15:59:59;E3 Abmelden KW42 07.10.2019 09:00:01 - 31.03.2020 23:59:59 aktuell;E3 Direkte Zulassung/Warteliste KW42 25.09.2019 16:00:00 - 07.10.2019 09:00:00;E3 Losfrist 18.09.2019 10:30:00 - 24.09.2019 09:30:00,;Studium liberale (E3);,Mo.;,12:00 bis 14:00;,wöch.;,von 14.10.2019;,;,;,;,Duisburg (L/M),D - LX 1205 (Audimax);,;,;,;,Bauingenieurwesen;Komedia,GesWi;BWL (MSM);MOAS (Soz);MOAS (PW);Soziale Arbeit;Chemie;BauIng;Innopren;Komedia;M_AEM;TWM,Klausur,no,3.63,4,4.25,3.75,2.5,4.0,3.5,3.75,3.5,50,https://campus.uni-due.de/lsf/rds;jsessionid=ADDD91038BEBF86E4CB8A1D26154071D.pas085cm?state=verpublish&status=init&vmfile=no&publishid=332542&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
true,true,Methoden der empirischen Sozialforschung,Kultur und Gesellschaft,Vorlesung,,,,WiSe 2019/20,4,45,45,9 - 9,9,Belegpflicht,,,Studium liberale im IOS (Modul E3),Deutsch,E3 Zwischenabmeldung 24.09.2019 09:30:01 - 25.09.2019 15:59:59;E3 Abmelden KW42 07.10.2019 09:00:01 - 31.03.2020 23:59:59 aktuell;E3 Direkte Zulassung/Warteliste KW42 25.09.2019 16:00:00 - 07.10.2019 09:00:00;E3 Losfrist 18.09.2019 10:30:00 - 24.09.2019 09:30:00,;Studium liberale (E3);;,Di.;Mi.;,12:00 bis 14:00;10:00 bis 12:00;,wöch.;wöch.;,15.10.2019 bis 30.01.2020;16.10.2019 bis 30.01.2020;,;;,;;,;;,Duisburg (L/M),D - LX 1205 (Audimax)  VO1;D - LX 1205 (Audimax)  VO2;,;;,;;,;,Komedia,BiWi;GesWi;BWL (MSM);BWL (WiWi);Komedia;MOAS;VWL,Klausur,yes,5.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,100,https://campus.uni-due.de/lsf/rds;jsessionid=ADDD91038BEBF86E4CB8A1D26154071D.pas085cm?state=verpublish&status=init&vmfile=no&publishid=332514&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
true,true,Sozialstrukturanalyse,Kultur und Gesellschaft,Vorlesung,,,,WiSe 2019/20,2,45,45,6 - 6,6,Belegpflicht,,,Studium liberale im IOS (Modul E3),Deutsch,E3 Zwischenabmeldung 24.09.2019 09:30:01 - 25.09.2019 15:59:59;E3 Abmelden KW42 07.10.2019 09:00:01 - 31.03.2020 23:59:59 aktuell;E3 Direkte Zulassung/Warteliste KW42 25.09.2019 16:00:00 - 07.10.2019 09:00:00;E3 Losfrist 18.09.2019 10:30:00 - 24.09.2019 09:30:00,;Studium liberale (E3);,Do.;,10.00 bis 12.00;,wöch.;,von 17.10.2019;,;,;,;,Essen,E - Cinemaxx;,;,;,;,-,GesWi;BWL (MSM);MOAS (Soz);MOAS (PW);Soziale Arbeit,Klausur,yes,,,,,,,,,,,https://campus.uni-due.de/lsf/rds;jsessionid=ADDD91038BEBF86E4CB8A1D26154071D.pas085cm?state=verpublish&status=init&vmfile=no&publishid=332623&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
